,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
375,Palmas Bellas,100,PA,1571042464,94,9.23,-80.09,77.0,2.24
376,Omsukchan,51,RU,1571042465,92,62.53,155.8,0.79,3.87
377,Berlevag,40,NO,1571042466,68,70.86,29.09,32.0,9.17
378,Barra Patuca,100,HN,1571042468,74,15.8,-84.28,82.44,7.17
379,Lonigo,40,IT,1571042469,82,45.39,11.39,64.99,2.24
380,Hithadhoo,100,MV,1571042470,76,-0.6,73.08,81.34,9.28
381,Ambon,90,FR,1571042472,100,47.55,-2.56,64.0,4.7
382,Surt,7,LY,1571042473,53,31.21,16.59,81.41,15.13
383,Rafaela,100,AR,1571042474,63,-31.25,-61.49,52.0,8.01
384,Baykit,100,RU,1571042476,98,61.68,96.39,34.34,4.54
385,Kailua,40,US,1571042477,69,21.39,-157.74,80.6,10.29
386,Balkanabat,0,TM,1571042479,34,39.51,54.36,65.97,4.62
387,Puerto del Rosario,75,ES,1571042480,78,28.5,-13.86,71.6,5.82
388,Hambantota,40,LK,1571042481,89,6.12,81.12,86.0,8.05
389,Sedro-Woolley,1,US,1571042482,93,48.5,-122.23,48.99,3.24
390,Severodvinsk,100,RU,1571042484,95,64.56,39.82,40.78,4.06
391,Mekhe,20,SN,1571042485,83,15.11,-16.62,78.8,8.05
392,Isiro,100,CD,1571042486,53,2.77,27.62,86.59,1.88
393,Udachnyy,90,RU,1571042488,93,66.42,112.4,13.89,11.93
394,Boguchany,100,RU,1571042489,93,58.38,97.46,35.53,3.38
395,Ilulissat,0,GL,1571042490,62,69.22,-51.1,19.4,8.05
396,Upata,0,VE,1571042492,90,8.02,-62.41,75.99,1.01
397,Ust-Kuyga,71,RU,1571042493,93,70.0,135.55,7.07,4.79
398,Boa Vista,67,BR,1571042494,74,2.82,-60.67,78.8,3.36
399,Yeppoon,0,AU,1571042496,64,-23.13,150.74,73.4,12.75
400,Ust-Barguzin,55,RU,1571042497,59,53.41,109.03,41.88,9.54
401,San Patricio,100,PY,1571042498,94,-26.98,-56.83,70.56,6.41
402,Samarai,24,PG,1571042500,86,-10.62,150.67,73.42,6.84
403,Saint-Augustin,5,CA,1571042501,86,45.63,-73.98,51.01,4.7
404,Turgutlu,0,TR,1571042502,56,38.5,27.71,73.4,8.05
405,Poronaysk,30,RU,1571042504,44,49.22,143.1,38.35,10.02
406,Rabo de Peixe,75,PT,1571042505,72,37.8,-25.58,62.01,5.82
407,Swan Hill,0,AU,1571042506,63,-35.34,143.56,64.0,11.54
408,Arkhara,0,RU,1571042508,51,49.42,130.09,29.61,6.44
409,Dalnerechensk,0,RU,1571042509,45,45.93,133.72,36.3,8.66
410,Vila,75,IT,1571042510,77,45.18,8.4,63.0,5.82
411,Grand-Santi,100,GF,1571042512,99,4.27,-54.38,70.05,1.96
412,Chopinzinho,95,BR,1571042513,88,-25.86,-52.53,64.18,5.85
413,Tilichiki,0,RU,1571042514,87,60.47,166.1,27.14,2.93
414,Sechelt,40,CA,1571042516,93,49.47,-123.76,46.0,4.7
415,Plock,2,PL,1571042518,63,52.55,19.71,75.99,10.29
416,Wadi Musa,0,JO,1571042520,21,30.32,35.48,88.16,7.21
417,Jacobina,44,BR,1571042522,95,-11.19,-40.51,61.66,5.02
418,Bad Mergentheim,20,DE,1571042523,68,49.49,9.77,72.0,3.36
419,Verkhoyansk,33,RU,1571042525,83,67.55,133.39,7.52,3.39
420,Sasaguri,20,JP,1571042526,60,33.62,130.55,72.0,13.87
421,Fairbanks,20,US,1571042528,73,64.84,-147.72,24.8,5.82
422,Bandarbeyla,0,SO,1571042529,73,9.49,50.81,81.21,10.84
423,Villacarrillo,97,ES,1571042531,58,38.12,-3.08,63.95,8.07
424,Bay Roberts,90,CA,1571042532,100,47.58,-53.28,46.99,18.34
425,Lapi,90,EE,1571042533,93,57.91,26.99,46.99,9.17
426,Acapulco,90,MX,1571042534,88,16.86,-99.88,80.6,3.36
427,Ushtobe,0,KZ,1571042536,18,45.25,77.98,73.69,8.36
428,Port Keats,45,AU,1571042537,62,-14.25,129.55,84.09,15.78
429,Egvekinot,100,RU,1571042539,98,66.32,-179.17,28.47,6.66
430,Hanyang,100,CN,1571042540,62,32.14,105.51,70.0,12.09
431,Zabol,0,IR,1571042541,29,31.03,61.49,77.0,38.03
432,Lakheri,0,IN,1571042542,21,25.67,76.19,93.76,2.0
433,Gizo,30,IL,1571042544,52,31.8,34.94,91.0,3.36
434,Tateyama,75,JP,1571042545,100,36.66,137.31,63.0,1.12
435,Belyy Yar,58,RU,1571042546,45,53.6,91.39,53.94,4.47
436,Taos,1,US,1571042548,73,36.41,-105.57,37.99,1.3
437,Choix,100,MX,1571042549,82,26.71,-108.33,74.7,5.62
438,Cobija,0,BR,1571042550,83,-11.02,-68.77,71.31,2.94
439,Leh,0,IN,1571042551,15,34.16,77.58,42.35,4.78
440,Galesong,20,ID,1571042553,36,-5.32,119.37,93.2,11.41
441,Samana,96,EC,1571042555,88,0.12,-76.97,66.61,2.0
442,Goderich,98,CA,1571042557,78,43.74,-81.71,48.0,11.84
443,Colares,75,PT,1571042558,82,38.8,-9.45,62.6,9.17
444,Nemuro,75,JP,1571042559,81,43.32,145.57,50.0,1.12
445,Xining,0,CN,1571042560,53,36.62,101.77,52.27,20.1
446,Alcantarilla,75,ES,1571042562,88,37.97,-1.22,73.0,4.7
447,Sassandra,69,CI,1571042563,91,4.95,-6.09,76.15,1.95
448,Chiang Rai,40,TH,1571042564,83,19.9,99.84,80.01,4.7
449,Caucaia,40,BR,1571042565,88,-3.73,-38.66,77.0,9.17
450,Manaure,67,CO,1571042567,81,11.78,-72.45,82.56,15.55
451,Sao Gabriel da Cachoeira,100,BR,1571042568,98,-0.13,-67.09,70.57,1.11
452,Morehead,1,US,1571042569,70,38.18,-83.43,50.0,6.93
453,Newport,90,US,1571042571,87,41.49,-71.31,57.99,3.67
454,Port Blair,75,IN,1571042573,73,11.67,92.75,84.67,11.02
455,Taltal,96,CL,1571042574,86,-25.41,-70.49,54.57,6.73
456,Permet,0,AL,1571042575,78,40.23,20.35,70.0,1.01
457,Pokhara,9,NP,1571042577,71,28.21,83.99,77.11,3.78
458,Kuito,74,AO,1571042578,51,-12.38,16.94,77.07,7.84
459,Port Arthur,75,US,1571042579,73,29.9,-93.93,73.4,4.7
460,Ranot,100,TH,1571042580,72,7.78,100.32,82.6,9.12
461,Waitati,100,NZ,1571042582,86,-45.75,170.57,51.01,24.0
462,High Level,90,CA,1571042583,85,58.52,-117.13,32.0,8.05
463,Boyolangu,65,ID,1571042585,62,-8.09,111.9,82.17,14.6
464,Nyurba,100,RU,1571042586,96,63.29,118.35,28.71,6.48
465,Colwyn Bay,20,GB,1571042587,81,53.29,-3.71,54.0,2.24
466,Rundu,46,NA,1571042589,42,-17.91,19.77,80.6,8.05
467,Plettenberg Bay,0,ZA,1571042590,58,-34.05,23.37,68.85,7.75
468,Riyadh,20,SA,1571042591,31,24.63,46.72,89.6,8.05
469,Juneau,20,US,1571042592,92,58.3,-134.42,36.0,6.72
470,Chapais,75,CA,1571042594,78,49.78,-74.86,41.0,13.87
471,Oktyabrskiy,88,RU,1571042595,71,55.61,37.97,54.0,6.71
472,Wamba,100,CD,1571042596,52,2.14,27.99,87.21,1.58
473,Tagab,1,AF,1571042598,10,34.85,69.65,77.0,5.82
474,Vestmannaeyjar,40,IS,1571042599,87,63.44,-20.27,42.8,34.45
475,West Wendover,1,US,1571042600,59,40.74,-114.07,37.4,1.71
476,Taoudenni,0,ML,1571042602,25,22.68,-3.98,91.62,13.56
477,Fort Collins,1,US,1571042603,51,40.55,-105.07,46.0,0.9
478,Linhares,2,BR,1571042604,89,-19.38,-40.06,69.01,2.16
479,Riacho de Santana,0,BR,1571042606,83,-13.61,-42.94,65.66,2.63
480,Ust-Kut,100,RU,1571042607,85,56.78,105.75,35.53,6.82
481,Port Macquarie,11,AU,1571042608,68,-31.43,152.91,66.0,9.17
482,Tsumeb,70,NA,1571042610,30,-19.25,17.72,82.4,5.82
483,Warmbad,0,DE,1571042611,68,50.67,13.08,77.0,4.7
484,Griffith,4,AU,1571042612,17,-34.29,146.06,86.0,5.82
485,Fallon,1,US,1571042614,74,46.84,-105.12,28.4,3.36
486,Cabrero,60,CL,1571042615,100,-37.04,-72.4,57.2,3.36
487,Otradnoye,90,RU,1571042616,87,59.77,30.8,42.8,6.71
488,Sao Filipe,0,CV,1571042617,76,14.9,-24.5,78.58,16.46
489,Biryusinsk,87,RU,1571042619,59,55.96,97.82,48.29,3.1
490,Manali,41,IN,1571042620,62,32.25,77.19,59.85,6.46
491,Nampula,75,MZ,1571042621,65,-15.12,39.26,80.6,6.93
492,Ilhabela,0,BR,1571042623,69,-23.78,-45.36,77.05,3.97
493,Lazaro Cardenas,100,MX,1571042624,98,28.39,-105.62,61.0,1.99
494,Rio Grande,79,BR,1571042625,76,-32.03,-52.1,58.6,24.57
495,Blackwater,75,GB,1571042626,93,51.33,-0.78,55.0,6.93
496,Tungor,97,RU,1571042628,69,53.39,142.95,30.11,15.14
497,Karasjok,75,NO,1571042629,100,69.47,25.52,33.8,5.82
498,Saint-Pierre,99,FR,1571042630,77,48.95,4.24,66.0,17.22
499,Swan River,99,CA,1571042632,90,52.11,-101.27,30.69,1.27
500,Alta Floresta,68,BR,1571042633,94,-9.87,-56.08,69.4,2.35
501,Ribas do Rio Pardo,10,BR,1571042634,69,-20.45,-53.76,71.37,3.68
502,Newala,51,TZ,1571042636,35,-10.94,39.28,94.87,4.56
503,Siderno,5,IT,1571042637,53,38.28,16.3,77.0,4.83
504,Boyle,75,IE,1571042638,93,53.97,-8.3,46.4,6.93
505,Canoinhas,7,BR,1571042639,97,-26.18,-50.4,60.89,0.57
506,Nome,40,US,1571042641,60,30.04,-94.42,73.4,5.8
507,Santiago de Cuba,75,CU,1571042642,83,20.03,-75.83,77.0,5.82
508,Tashtyp,13,RU,1571042644,33,52.8,89.89,58.44,2.7
509,Tezu,0,IN,1571042645,47,27.93,96.16,85.71,2.22
510,Qandala,26,SO,1571042647,57,11.47,49.87,83.89,9.2
511,Sisimiut,0,GL,1571042648,80,66.94,-53.67,21.16,6.56
512,Wuda,100,CN,1571042650,96,39.5,106.72,32.63,8.93
513,Kholm,40,AF,1571042651,37,36.69,67.7,68.0,13.87
514,Port-Gentil,75,GA,1571042652,100,-0.72,8.78,75.2,6.93
515,Hokitika,100,NZ,1571042654,83,-42.72,170.96,54.48,8.63
516,Pervomaysk,100,RU,1571042656,84,54.87,43.81,46.65,10.5
517,Saint-Francois,0,FR,1571042658,56,46.42,3.91,70.0,14.99
518,Merke,86,KZ,1571042659,22,42.87,73.19,68.5,16.83
519,Cabedelo,75,BR,1571042660,100,-6.97,-34.84,73.4,4.7
520,Sorsk,64,RU,1571042661,59,54.0,90.25,49.15,6.14
521,Gravdal,87,NO,1571042663,93,59.79,5.78,50.0,4.7
522,Tautira,20,PF,1571042664,73,-17.73,-149.15,73.4,2.24
523,Pinan,90,SE,1571042665,93,58.68,11.65,50.0,17.22
524,Bulawayo,0,ZW,1571042667,18,-20.16,28.59,84.47,14.31
525,Ancud,0,CL,1571042668,53,-41.87,-73.83,42.8,8.05
526,Zaraza,0,VE,1571042670,93,9.35,-65.33,71.1,2.43
527,Satipo,46,PE,1571042671,92,-11.26,-74.64,57.94,2.07
528,Sabzevar,0,IR,1571042673,26,36.21,57.68,71.17,13.74
529,Zambezi,1,ZM,1571042674,27,-13.55,23.12,97.32,2.08
530,Panama City,75,US,1571042675,88,30.16,-85.65,73.99,5.82
531,Abu Samrah,96,SY,1571042676,21,35.3,37.18,89.82,9.33
532,Nabire,100,ID,1571042678,94,-3.36,135.5,75.18,0.26
533,Daru,15,PG,1571042679,84,-9.07,143.21,74.03,7.08
